NO.,KODE PUSK.,NAMA PUSKESMAS,ALAMAT,Kota_Kabupaten,PONED,JENIS PUSKESMAS,full_address,location,latitude,longitude
92,P3201270203,BUNAR,"Jl. Raya Jasinga Km 39, Kec. Cigudeg",Bogor,,2,"Jl. Raya Jasinga Km 39, Kec. Cigudeg, Bogor, Indonesia","Jl. Raya Jasinga, Kec. Cigudeg, Kabupaten Bogor, Jawa Barat, Indonesia",-6.5183124,106.4981786
93,P3201271101,SUKAJAYA,"Kp. Kompa Rt. 01/01 Ds. Cipay, Kec. Sukajaya",Bogor,,1,"Kp. Kompa Rt. 01/01 Ds. Cipay, Kec. Sukajaya, Bogor, Indonesia","Sukajaya, Bogor Regency, West Java, Indonesia",-6.5895984,106.4899491
94,P3201271202,KIARA PANDAK,"Kp. Cipetat Rt 01/8, Kec. Sukajaya",Bogor,,2,"Kp. Cipetat Rt 01/8, Kec. Sukajaya, Bogor, Indonesia","Sukajaya, Bogor Regency, West Java, Indonesia",-6.5895984,106.4899491
95,P3201280101,JASINGA,"Jl. Letnan Sayuti, Kec. Jasinga",Bogor,1.0,1,"Jl. Letnan Sayuti, Kec. Jasinga, Bogor, Indonesia","Jl. Letnan Sayuti, Kec. Jasinga, Kabupaten Bogor, Jawa Barat 16670, Indonesia",-6.4621839,106.4599783
96,P3201280202,CURUG,"Kp. Barangbang, Kec. Jasinga",Bogor,,2,"Kp. Barangbang, Kec. Jasinga, Bogor, Indonesia","Unnamed Road, Wirajaya, FCX6+V4G, kampung barangbang hilir, Kec. Jasinga, Kabupaten Bogor, Jawa Barat 16670, Indonesia",-6.500314599999999,106.4103428
97,P3201280203,BAGOANG,"Kp. Tarisi Rt 04/01, Kec. Jasinga",Bogor,,2,"Kp. Tarisi Rt 04/01, Kec. Jasinga, Bogor, Indonesia","Bagoang, Jasinga, Bogor Regency, West Java 16670, Indonesia",-6.422545,106.4562429
98,P3201290101,TENJO,"Jl. Raya Tenjo Jasinga Rt 3/2, Kec. Tenjo",Bogor,,1,"Jl. Raya Tenjo Jasinga Rt 3/2, Kec. Tenjo, Bogor, Indonesia","Jl. Raya Tenjo No.3, Singabangsa, Kec. Tenjo, Kabupaten Bogor, Jawa Barat 16370, Indonesia",-6.3145573,106.4781618
99,P3201290202,PASAR REBO,"Kp. Pasar Rebo Rt 04/02, Kec. Tenjo",Bogor,,2,"Kp. Pasar Rebo Rt 04/02, Kec. Tenjo, Bogor, Indonesia","Jl. Raya Jasinga Tenjo, RT.006/RW.002, Bojong, Kec. Tenjo, Kabupaten Bogor, Jawa Barat, Indonesia",-6.3781836,106.4382025
100,P3201300101,PARUNG PANJANG,"Jl. Moch Toha No. 3, Kec. Parung Panjang",Bogor,,1,"Jl. Moch Toha No. 3, Kec. Parung Panjang, Bogor, Indonesia","Jl. Mohamad Toha No.3, RW.4, Parung Panjang, Kec. Parung Panjang, Kabupaten Bogor, Jawa Barat 16360, Indonesia",-6.341754,106.569853
101,P3201300202,DAGO,"Ds. Dago, Kec. Parung Panjang",Bogor,,2,"Ds. Dago, Kec. Parung Panjang, Bogor, Indonesia","Jl. Durian VII No.17, Lumpang, Kec. Parung Panjang, Kabupaten Bogor, Jawa Barat 16360, Indonesia",-6.3529336,106.5597076
1,P3202010201,CIEMAS,"Ds. Ciemas, Kec. Ciemas",Sukabumi,,2,"Ds. Ciemas, Kec. Ciemas, Sukabumi, Indonesia","RF4J+VQ6, Ciwaru, Ciemas, Sukabumi Regency, West Java 43177, Indonesia",-7.1928358,106.481884
2,P3202010202,TAMANJAYA,"Jl. Raya Tamanjaya, Kec. Ciemas",Sukabumi,1.0,2,"Jl. Raya Tamanjaya, Kec. Ciemas, Sukabumi, Indonesia","Ciemas Taman Jaya, Kec. Ciemas, Kabupaten Sukabumi, Jawa Barat 43177, Indonesia",-7.1921046,106.5153727
3,P3202020201,CIRACAP,"H. Anwari Ds. Ciracap, Kec. Ciracap",Sukabumi,1.0,2,"H. Anwari Ds. Ciracap, Kec. Ciracap, Sukabumi, Indonesia","Ciracap, Sukabumi Regency, West Java, Indonesia",-7.316853800000001,106.50538
4,P3202021201,WALURAN,"Jl. Raya Cimukek Ds. Waluran, Kec. Waluran",Sukabumi,1.0,2,"Jl. Raya Cimukek Ds. Waluran, Kec. Waluran, Sukabumi, Indonesia","Jl. Cimulek, Waluran, Kec. Waluran, Kabupaten Sukabumi, Jawa Barat 43175, Indonesia",-7.2166489,106.5899229
5,P3202030201,SURADE,"Jl. Raya Surade, Kec. Surade",Sukabumi,,2,"Jl. Raya Surade, Kec. Surade, Sukabumi, Indonesia","Jl. Surade, Kec. Surade, Kabupaten Sukabumi, Jawa Barat, Indonesia",-7.373496,106.5234155
6,P3202030202,BUNIWANGI,"Ds. Baniwangi, Kec. Surade",Sukabumi,,2,"Ds. Baniwangi, Kec. Surade, Sukabumi, Indonesia","Buniwangi, Surade, Sukabumi Regency, West Java, Indonesia",-7.380528199999999,106.543676
7,P3202031201,CIBITUNG,"Jl. Cikaso Km 6, Kec. Cibitung",Sukabumi,,2,"Jl. Cikaso Km 6, Kec. Cibitung, Sukabumi, Indonesia","JJQ9+R28, Desa Ciniti, Cibitung, Sukabumi Regency, West Java 43172, Indonesia",-7.3604748,106.617578
8,P3202040201,JAMPANG KULON,"Jl. Raya Bojonggenteng, Kec. Jampang Kulon",Sukabumi,,2,"Jl. Raya Bojonggenteng, Kec. Jampang Kulon, Sukabumi, Indonesia","Jl. Bojong Genteng, Kabupaten Sukabumi, Jawa Barat, Indonesia",-7.1471104,106.569212
9,P3202040202,CIMANGGU,"Ds. Cimanggu, Kec. Jampang Kulon",Sukabumi,1.0,2,"Ds. Cimanggu, Kec. Jampang Kulon, Sukabumi, Indonesia","Cimanggu, Sukabumi Regency, West Java, Indonesia",-7.245533500000001,106.6733441
10,P3202050201,KALIBUNDER,"Jl. Raya Kalibunder Km 14, Kec. Kali Bunder",Sukabumi,1.0,2,"Jl. Raya Kalibunder Km 14, Kec. Kali Bunder, Sukabumi, Indonesia","Kalibunder, Sukabumi Regency, West Java, Indonesia",-7.2360801,106.7175669
11,P3202060201,TEGAL BULED,"Ds. Buniasih, Kec. Tegal Buled",Sukabumi,1.0,2,"Ds. Buniasih, Kec. Tegal Buled, Sukabumi, Indonesia","Buniasih, Tegal Buleud, Sukabumi Regency, West Java, Indonesia",-7.402557799999999,106.7175669
12,P3202060202,BANGBAYANG,"Jl Buniwangi No. 1, Kec. Tegal Buled",Sukabumi,,2,"Jl Buniwangi No. 1, Kec. Tegal Buled, Sukabumi, Indonesia","Jl. Buniwangi No.1, Buniwangi, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43185, Indonesia",-6.949881299999999,106.5817317
13,P3202070201,CIDOLOG,"Jl. Raya Cidolog No. 40, Kec. Cidolog",Sukabumi,,2,"Jl. Raya Cidolog No. 40, Kec. Cidolog, Sukabumi, Indonesia","Jl. Cidolog, Cidolog, Kec. Cidolog, Kabupaten Sukabumi, Jawa Barat 43184, Indonesia",-7.3176333,106.8435828
14,P3202080101,SAGARANTEN,"Jl. Raya Cigadog, Kec. Sagaranten",Sukabumi,1.0,1,"Jl. Raya Cigadog, Kec. Sagaranten, Sukabumi, Indonesia","Jl. Cigadog, Kec. Nyalindung, Kabupaten Sukabumi, Jawa Barat 43196, Indonesia",-7.0152873,106.9209079
15,P3202081201,CIDADAP,"Jl. Raya Cidadap, Kec. Cidadap",Sukabumi,,2,"Jl. Raya Cidadap, Kec. Cidadap, Sukabumi, Indonesia","Jl. Cidadap, Cidadap, Kec. Cidadap, Kabupaten Sukabumi, Jawa Barat 43183, Indonesia",-7.2943194,106.9379424
16,P3202082201,CURUG KEMBAR,"Jl. Raya Cikadu Km 5, Kec. Curug Kembar",Sukabumi,1.0,2,"Jl. Raya Cikadu Km 5, Kec. Curug Kembar, Sukabumi, Indonesia","Jl. Cikadu, Curugkembar, Kec. Curugkembar, Kabupaten Sukabumi, Jawa Barat 43182, Indonesia",-7.2151673,106.938258
17,P3202090201,PABUARAN,"Jl. Raya Puncak Tugu No. 4, Kec. Pabuaran",Sukabumi,,2,"Jl. Raya Puncak Tugu No. 4, Kec. Pabuaran, Sukabumi, Indonesia","QRWM+48R, Pabuaran, Sukabumi Regency, West Java, Indonesia",-7.204636799999999,106.8332675
18,P3202100101,LENGKONG,"Jl. Raya Lengkong No.20, Kec. Lengkong",Sukabumi,1.0,1,"Jl. Raya Lengkong No.20, Kec. Lengkong, Sukabumi, Indonesia","Jl. Raya Lengkong No.20, Lengkong, Kec. Lengkong, Kabupaten Sukabumi, Jawa Barat 43174, Indonesia",-7.1268292,106.6832636
19,P3202110201,PELABUHAN RATU,"Jl. Raya Cipatuguran, Kec. Pelabuhan Ratu",Sukabumi,,2,"Jl. Raya Cipatuguran, Kec. Pelabuhan Ratu, Sukabumi, Indonesia","Jl. Raya Simpenan, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat, Indonesia",-7.0114662,106.5669302
20,P3202110202,CITARIK,"Ds. Citarik, Kec. Pelabuhan Ratu",Sukabumi,1.0,2,"Ds. Citarik, Kec. Pelabuhan Ratu, Sukabumi, Indonesia","Citarik, Palabuhanratu, Sukabumi Regency, West Java, Indonesia",-6.9918507,106.5878723
21,P3202111201,SIMPENAN,"Jl. Citamiang Ds. Cidadap, Kec. Simpenan",Sukabumi,1.0,2,"Jl. Citamiang Ds. Cidadap, Kec. Simpenan, Sukabumi, Indonesia","Cidadap, Simpenan, Sukabumi Regency, West Java, Indonesia",-7.023358399999999,106.5760857
22,P3202120201,WARUNG KIARA,"Jl. Pelabuhan Ratu Km 30, Kec. Warung Kiara",Sukabumi,1.0,2,"Jl. Pelabuhan Ratu Km 30, Kec. Warung Kiara, Sukabumi, Indonesia","Jl. Raya Pelabuhan Ratu No.Km 30, RT.01/RW.01, Warungkiara, Kec. Wr. Kiara, Kabupaten Sukabumi, Jawa Barat 43362, Indonesia",-6.9808716,106.7132159
23,P3202121201,BANTAR GADUNG,"Jl. Raya Pelabuhan, Kec. Bantar Gadung",Sukabumi,,2,"Jl. Raya Pelabuhan, Kec. Bantar Gadung, Sukabumi, Indonesia","Jl. Raya Pelabuhan, Kabupaten Sukabumi, Jawa Barat, Indonesia",-6.9713464,106.8632221
24,P3202130101,JAMPANG TENGAH,"Jl. Raya Bojonglopang Rt 07/02, Kec. Jampang Tengah",Sukabumi,1.0,1,"Jl. Raya Bojonglopang Rt 07/02, Kec. Jampang Tengah, Sukabumi, Indonesia","Jl. Raya Bojonglopang No.7, Bojong Jengkol, Kec. Jampang Tengah, Kabupaten Sukabumi, Jawa Barat 43171, Indonesia",-7.070097,106.7794556
25,P3202131201,PURABAYA,"Ds. Purabaya, Kec. Purabaya",Sukabumi,,2,"Ds. Purabaya, Kec. Purabaya, Sukabumi, Indonesia","WV2J+352, Panumbangan-Purabaya, Purabaya, Kec. Purabaya, Kabupaten Sukabumi, Jawa Barat 43187, Indonesia",-7.0998731,106.8803817
26,P3202140201,CIKEMBAR,"Jl. Palabuhan II Km 18, Kec. Cikembar",Sukabumi,1.0,2,"Jl. Palabuhan II Km 18, Kec. Cikembar, Sukabumi, Indonesia","Jl. Pelabuhan II No.KM 18, RT.004/RW.001, Cikembar, Kec. Cikembar, Kabupaten Sukabumi, Jawa Barat 43157, Indonesia",-6.9643669,106.7996896
27,P3202150201,NYALINDUNG,"Jl. Raya Nyalindung Km 28, Kec. Nyalindung",Sukabumi,,2,"Jl. Raya Nyalindung Km 28, Kec. Nyalindung, Sukabumi, Indonesia","Jl. Raya Nyalindung, Kertaangsana, Kec. Nyalindung, Kabupaten Sukabumi, Jawa Barat 43196, Indonesia",-7.0419836,106.9451676
28,P3202150202,CIJANGKAR,"Jl. Raya Sagaranten Km.11, Kec. Nyalindung",Sukabumi,,2,"Jl. Raya Sagaranten Km.11, Kec. Nyalindung, Sukabumi, Indonesia","Jl. Raya Sagaranten, Kec. Sagaranten, Kabupaten Sukabumi, Jawa Barat 43181, Indonesia",-7.2170642,106.8844643
29,P3202160201,GEGER BITUNG,"Jl. 1eteran No.7, Kec. Geger Bitung",Sukabumi,,2,"Jl. 1eteran No.7, Kec. Geger Bitung, Sukabumi, Indonesia","Gegerbitung, Sukabumi Regency, West Java, Indonesia",-6.9825085,107.0264908
30,P3202170201,SUKARAJA,"Jl. Raya Sukaraja No.1 Km.5, Kec. Sukaraja",Sukabumi,,2,"Jl. Raya Sukaraja No.1 Km.5, Kec. Sukaraja, Sukabumi, Indonesia","Jl. Raya Sukaraja No.1, Pasirhalang, Kec. Sukaraja, Kabupaten Sukabumi, Jawa Barat 43192, Indonesia",-6.9186063,106.9594718
31,P3202170202,LIMBANGAN,"Goalpara Km 4 Ds. Limbangan, Kec. Sukaraja",Sukabumi,,2,"Goalpara Km 4 Ds. Limbangan, Kec. Sukaraja, Sukabumi, Indonesia","Perumahan Tiara Regency Blok A no 99, Jl. Goalpara No.Km 4, Limbangan, Kec. Sukaraja, Kabupaten Sukabumi, Jawa Barat 43192, Indonesia",-6.889089100000001,106.9649673
32,P3202171201,KEBON PEDES,"Jl. Jambe Nenggang Km.8, Kec. Kebonpedes",Sukabumi,,2,"Jl. Jambe Nenggang Km.8, Kec. Kebonpedes, Sukabumi, Indonesia","Jambenenggang, Kebonpedes, Sukabumi Regency, West Java, Indonesia",-6.9495818,106.9683273
33,P3202172201,CIREUNGHAS,"Jl. Raya Cireunghas Km.10, Kec. Cireunghas",Sukabumi,1.0,2,"Jl. Raya Cireunghas Km.10, Kec. Cireunghas, Sukabumi, Indonesia","Jl. Cireunghas, Bencoy, Kec. Cireunghas, Kabupaten Sukabumi, Jawa Barat 43193, Indonesia",-6.9576259,107.0366888
34,P3202173201,SUKALARANG,"Jl. Raya Lembur, Kec. Sukalarang",Sukabumi,,2,"Jl. Raya Lembur, Kec. Sukalarang, Sukabumi, Indonesia","Jl. Lembur, Kec. Sukalarang, Kabupaten Sukabumi, Jawa Barat, Indonesia",-6.9181832,107.0017178
35,P3202180201,KARAWANG,"Jl. Selabintana Km 5,5 Selajambu, Kec. Sukabumi",Sukabumi,,2,"Jl. Selabintana Km 5,5 Selajambu, Kec. Sukabumi, Sukabumi, Indonesia","kantor, Jl. Selabintana No.Km. 5, RW.NO 267, Karawang, Kab. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151, Indonesia",-6.888005499999999,106.9418497
36,P3202190201,KADU DAMPIT,"Jl. Saya Kadudampit Situng Gunung, Kec. Kadudampit",Sukabumi,,2,"Jl. Saya Kadudampit Situng Gunung, Kec. Kadudampit, Sukabumi, Indonesia","Jl. Kadudampit, Kec. Kadudampit, Kabupaten Sukabumi, Jawa Barat, Indonesia",-6.8605761,106.9182278
37,P3202200201,CISAAT,"Jl. Gelanggang Olah Raga Cisaat, Kec. Cisaat",Sukabumi,1.0,2,"Jl. Gelanggang Olah Raga Cisaat, Kec. Cisaat, Sukabumi, Indonesia","Cisaat, Sukabumi Regency, West Java, Indonesia",-6.912503399999999,106.8871687
38,P3202200202,SELAJAMBE,"Jl. Selajambe No. 462, Kec. Cisaat",Sukabumi,,2,"Jl. Selajambe No. 462, Kec. Cisaat, Sukabumi, Indonesia","Jl. Selajambe No.462, Selajambe, Kec. Cisaat, Kabupaten Sukabumi, Jawa Barat 43152, Indonesia",-6.8874819,106.8884788
39,P3202201201,GUNUNGGURUH,"Pelabuhan II Km.12 Ds. Gunungguruh, Kec. Gunungguruh",Sukabumi,,2,"Pelabuhan II Km.12 Ds. Gunungguruh, Kec. Gunungguruh, Sukabumi, Indonesia","Jl. Pelabuhan II No.KM 12, Sirnaresmi, Kec. Gn. Guruh, Kota Sukabumi, Jawa Barat 43156, Indonesia",-6.9694665,106.8670608
40,P3202201202,CIBOLANGKIDUL,"Jl. Mangkalaya, Kec. Gunungguruh",Sukabumi,,2,"Jl. Mangkalaya, Kec. Gunungguruh, Sukabumi, Indonesia","Jl.Citengkor - Mangkalaya, Cisaat, Kec. Gn. Guruh, Kabupaten Sukabumi, Jawa Barat, Indonesia",-6.9157334,106.8847403
41,P3202210201,CIBADAK,"Jl. Raya Segog Km 11, Kec. Cibadak",Sukabumi,,2,"Jl. Raya Segog Km 11, Kec. Cibadak, Sukabumi, Indonesia","Jl. Raya Sukabumi, Kec. Cibadak, Kabupaten Sukabumi, Jawa Barat, Indonesia",-6.894206,106.7995832
42,P3202210202,SEKARWANGI,"Jl. Raya Siliwangi Blk Kecamatan Cibadak, Kec. Cibadak",Sukabumi,,2,"Jl. Raya Siliwangi Blk Kecamatan Cibadak, Kec. Cibadak, Sukabumi, Indonesia","Jl. Siliwangi, Jawa Barat, Indonesia",-6.9010539,106.8417633
43,P3202211201,CICANTAYAN,"Jl. KH. Daman Huri, Kec. Cicantayan",Sukabumi,,2,"Jl. KH. Daman Huri, Kec. Cicantayan, Sukabumi, Indonesia","Jl. K.H. Damanhuri, Kec. Cicantayan, Kabupaten Sukabumi, Jawa Barat, Indonesia",-6.9104283,106.8607375
44,P3202212201,CARINGIN,"Jl. Caringin Km.3 No.280 Selaawi, Kec. Caringin",Sukabumi,,2,"Jl. Caringin Km.3 No.280 Selaawi, Kec. Caringin, Sukabumi, Indonesia","Jl. Caringin, Kec. Caringin, Kabupaten Sukabumi, Jawa Barat 43154, Indonesia",-6.8732097,106.869669
45,P3202220101,NAGRAK,"Jl. Raya Cikidang, Kec. Nagrak",Sukabumi,1.0,1,"Jl. Raya Cikidang, Kec. Nagrak, Sukabumi, Indonesia","Jl. Raya Cikidang - Pamuruyan, Kabupaten Sukabumi, Jawa Barat, Indonesia",-6.8640394,106.7200348
47,P3202220202,GIRIJAYA,"Jl. Karajinan Km.10, Kec. Nagrak",Sukabumi,,2,"Jl. Karajinan Km.10, Kec. Nagrak, Sukabumi, Indonesia","Jl. Kerajinan, Darmareja, Kec. Nagrak, Kabupaten Sukabumi, Jawa Barat 43356, Indonesia",-6.8615026,106.8448654
46,P3202221201,CIAMBAR,"Jl. Cikatomas, Kec. Ciambar",Sukabumi,1.0,2,"Jl. Cikatomas, Kec. Ciambar, Sukabumi, Indonesia","Jl. Cikatomas, Kec. Ciambar, Kabupaten Sukabumi, Jawa Barat 43356, Indonesia",-6.8174331,106.7973411
48,P3202230101,CICURUG,"Jl. Siliwangi No.113, Kec. Cicurug",Sukabumi,1.0,1,"Jl. Siliwangi No.113, Kec. Cicurug, Sukabumi, Indonesia","Jl. Siliwangi No.113, Cicurug, Kec. Cicurug, Kabupaten Sukabumi, Jawa Barat 43359, Indonesia",-6.7823422,106.782581
49,P3202230202,CIPARI,"Jl. Cipari Ds. Cisaat, Kec. Cicurug",Sukabumi,,2,"Jl. Cipari Ds. Cisaat, Kec. Cicurug, Sukabumi, Indonesia","Jl. Cipari, Berkah, Kec. Bojong Genteng, Kabupaten Sukabumi, Jawa Barat 43353, Indonesia",-6.8354862,106.6969303
50,P3202240201,CIDAHU,"Ds. Cidahu, Kec. Cidahu",Sukabumi,,2,"Ds. Cidahu, Kec. Cidahu, Sukabumi, Indonesia","Cidahu, Sukabumi Regency, West Java 43358, Indonesia",-6.7495347,106.7175669
51,P3202250201,PARAKAN SALAK,"Jl. Neglasari No.3, Kec. Parakan Salak",Sukabumi,,2,"Jl. Neglasari No.3, Kec. Parakan Salak, Sukabumi, Indonesia","Parakansalak, Sukabumi Regency, West Java, Indonesia",-6.798619299999999,106.7087835
52,P3202260201,PARUNGKUDA,"Jl. Siliwangi No.21, Kec. Parung Kuda",Sukabumi,,2,"Jl. Siliwangi No.21, Kec. Parung Kuda, Sukabumi, Indonesia","Jl. Siliwangi Jl. Raya Sukabumi No.21, Pd. Kaso Landeuh, Kec. Parungkuda, Kabupaten Sukabumi, Jawa Barat 43357, Indonesia",-6.8087843,106.7699095
53,P3202261201,BOJONG GENTENG,"Jl. Raya Berekah Km.10, Kec. Bojong Genteng",Sukabumi,,2,"Jl. Raya Berekah Km.10, Kec. Bojong Genteng, Sukabumi, Indonesia","Berkah, Bojong Genteng, Sukabumi Regency, West Java, Indonesia",-6.8558485,106.702825
54,P3202270201,KELAPA NUNGGAL,"Jl. Raya Kelapanunggal Km.25, Kec. Kelapa Nunggal",Sukabumi,1.0,2,"Jl. Raya Kelapanunggal Km.25, Kec. Kelapa Nunggal, Sukabumi, Indonesia","Jl. Raya Kalapanunggal, Kec. Kalapanunggal, Kabupaten Sukabumi, Jawa Barat 43354, Indonesia",-6.8235612,106.6607734
55,P3202280201,CIKIDANG,"Jl. Raya Cikidang, Kec. Cikidang",Sukabumi,1.0,2,"Jl. Raya Cikidang, Kec. Cikidang, Sukabumi, Indonesia","Jl. Raya Cikidang, Kec. Cikidang, Kabupaten Sukabumi, Jawa Barat, Indonesia",-6.8963486,106.6478085
56,P3202290201,CISOLOK,"Jl. Raya Cisolok, Kec. Cisolok",Sukabumi,1.0,2,"Jl. Raya Cisolok, Kec. Cisolok, Sukabumi, Indonesia","Jl. Raya Cisolok, Kec. Cisolok, Kabupaten Sukabumi, Jawa Barat, Indonesia",-6.9545095,106.4354078
57,P3202291201,CIKAKAK,"Jl. Raya Cisolok Km.7, Kec. Cikakak",Sukabumi,,2,"Jl. Raya Cisolok Km.7, Kec. Cikakak, Sukabumi, Indonesia","Jl. Raya Cisolok No.KM. 7, Cikakak, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43365, Indonesia",-6.960575,106.4940197
58,P3202300201,KABANDUNGAN,"Jl. Tirtaatmaja No.11, Kec. Kabandungan",Sukabumi,,2,"Jl. Tirtaatmaja No.11, Kec. Kabandungan, Sukabumi, Indonesia","Jl. Tirta Atmaja No.11, Tugubandung, Kec. Kabandungan, Kabupaten Sukabumi, Jawa Barat 43368, Indonesia",-6.7968636,106.6229077
1,P3203010201,AGRABINTA,"Jl. Raya Bojongterong Rt 01/01 Ds. Mekarsari, Kec. Agrabinta",Cianjur,1.0,2,"Jl. Raya Bojongterong Rt 01/01 Ds. Mekarsari, Kec. Agrabinta, Cianjur, Indonesia","HWJ2+HGF, Mekarsari, Cianjur, Cianjur Regency, West Java 43273, Indonesia",-7.4186711,106.9020142
2,P3203011201,PUSAKASARI,"Jl. Raya Leles Ds. Pusakasari, Kec. Leles",Cianjur,,2,"Jl. Raya Leles Ds. Pusakasari, Kec. Leles, Cianjur, Indonesia","Jl. Raya Leles, Pusakasari, Kec. Leles, Kabupaten Cianjur, Jawa Barat, Indonesia",-7.3758117,106.9817944
3,P3203020101,SINDANG BARANG,"Jl. Raya Sindangbarang Cd Km 1 No.4 Ds.Saganten,Kec.Sindangbarang",Cianjur,1.0,1,"Jl. Raya Sindangbarang Cd Km 1 No.4 Ds.Saganten,Kec.Sindangbarang, Cianjur, Indonesia","Jl. Raya Sindangbarang, Saganten, Kec. Sindangbarang, Kabupaten Cianjur, Jawa Barat, Indonesia",-7.4594805,107.1546037
4,P3203030101,CIDAUN,"Jl. Raya Jayanti Cidaun, Kec. Cidaun",Cianjur,1.0,1,"Jl. Raya Jayanti Cidaun, Kec. Cidaun, Cianjur, Indonesia","MFC2+47H, Puncakbaru, Cidaun, Cianjur Regency, West Java 43275, Indonesia",-7.332352999999999,107.4499404
5,P3203040201,NARINGGUL,"Jl. Raya Ratel Gadog Kampung Naringgul, Kec. Naringgul",Cianjur,,2,"Jl. Raya Ratel Gadog Kampung Naringgul, Kec. Naringgul, Cianjur, Indonesia","Naringgul, Cianjur Regency, West Java, Indonesia",-7.337043599999999,107.3316667
6,P3203050201,CIBINONG,"Jl. Raya Cibinong Sindang Barang Ds. Sukajadi, Kec. Cibinong",Cianjur,,2,"Jl. Raya Cibinong Sindang Barang Ds. Sukajadi, Kec. Cibinong, Cianjur, Indonesia","Jl. Raya Cibinong, Sukajadi, Kec. Cibinong, Kabupaten Cianjur, Jawa Barat, Indonesia",-7.318263,107.1281071
7,P3203050202,GUNUNG BITUNG,"Jl. Raya Patrol - Agrabinta Ds. Pananggapan, Kec. Cibinong",Cianjur,,2,"Jl. Raya Patrol - Agrabinta Ds. Pananggapan, Kec. Cibinong, Cianjur, Indonesia","Jl. Raya Patrol, Kec. Cibinong, Kabupaten Cianjur, Jawa Barat 43271, Indonesia",-7.2896815,107.120271
8,P3203050203,GIRIJAYA,"Ds. Girijaya Pasirkuda, Kec. Pasir Kuda",Cianjur,,2,"Ds. Girijaya Pasirkuda, Kec. Pasir Kuda, Cianjur, Indonesia","Girijaya, Pasirkuda, Cianjur Regency, West Java, Indonesia",-7.2492195,107.1898113
9,P3203051201,CIKADU,"Koleberes, Kec. Cikadu",Cianjur,,2,"Koleberes, Kec. Cikadu, Cianjur, Indonesia","Koleberes, Cikadu, Cianjur Regency, West Java, Indonesia",-7.325499000000001,107.2522198
10,P3203060201,TANGGEUNG,"Pasir Kolat Tanggeung, Kec. Tanggeung",Cianjur,1.0,2,"Pasir Kolat Tanggeung, Kec. Tanggeung, Cianjur, Indonesia","Tanggeung, Cianjur Regency, West Java, Indonesia",-7.2713586,107.1203909
11,P3203070201,KADUPANDAK,"Ds. Kadupandak, Kec. Kadupandak",Cianjur,,2,"Ds. Kadupandak, Kec. Kadupandak, Cianjur, Indonesia","Kadupandak, Cianjur Regency, West Java, Indonesia",-7.2586365,107.0465615
12,P3203071201,BOJONGLARANG,"Jl. Pasar Bojonglarang Ds. Bojolarang, Kec. Cijati",Cianjur,,2,"Jl. Pasar Bojonglarang Ds. Bojolarang, Kec. Cijati, Cianjur, Indonesia","Bojonglarang, Cijati, Cianjur Regency, West Java, Indonesia",-7.269364500000001,107.0037509
13,P3203071202,CIJATI,"Ds. Cijati, Kec. Cijati",Cianjur,1.0,2,"Ds. Cijati, Kec. Cijati, Cianjur, Indonesia","Cijati, Cianjur Regency, West Java, Indonesia",-7.2578494,107.0332746
14,P3203080201,TAKOKAK,"Jl. Pasanggrahan No. 9 Ds. Pasawahan, Kec. Takokak",Cianjur,1.0,2,"Jl. Pasanggrahan No. 9 Ds. Pasawahan, Kec. Takokak, Cianjur, Indonesia","Jl. Pasanggrahan No.9, Pasawahan, Kec. Takokak, Kabupaten Cianjur, Jawa Barat 43265, Indonesia",-7.0500696,107.0038539
15,P3203090101,SUKANAGARA,"Jl. Raya Sukanagara, Kec. Sukanagara",Cianjur,1.0,1,"Jl. Raya Sukanagara, Kec. Sukanagara, Cianjur, Indonesia","Jl. Andes Raya, Sukarame, Kec. Sukanagara, Kabupaten Cianjur, Jawa Barat 43264, Indonesia",-7.1329373,107.1209772
16,P3203100101,PAGELARAN,"Jl. Raya Pagelaran No. 18 Ds. Pagelaran, Kec. Pagelaran",Cianjur,1.0,1,"Jl. Raya Pagelaran No. 18 Ds. Pagelaran, Kec. Pagelaran, Cianjur, Indonesia","Jl. Raya Pagelaran No.18, Suko Arum, Banjarejo, Kec. Pagelaran, Kabupaten Malang, Jawa Timur 65174, Indonesia",-8.1916593,112.6229752
17,P3203100202,SINDANGKERTA,"Jl. Pasir Sari Ds. Sindangkerta, Kec. Pagelaran",Cianjur,,2,"Jl. Pasir Sari Ds. Sindangkerta, Kec. Pagelaran, Cianjur, Indonesia","Sindangkerta, Pagelaran, Cianjur Regency, West Java, Indonesia",-7.181174800000001,107.1395903
18,P3203110201,CAMPAKA,"Jl. Raya Warungbitung Ds. Sukajadi, Kec. Campaka",Cianjur,,2,"Jl. Raya Warungbitung Ds. Sukajadi, Kec. Campaka, Cianjur, Indonesia","Jl. Raya Wr. Bitung, Sukajadi, Kec. Campaka, Kabupaten Cianjur, Jawa Barat, Indonesia",-7.003038,107.1429668
